id,person_name,gender,age,migration_date,from_city,to_city,reason,distance_km
mig_3737681,Person_167210,Чоловік,22,2025-03-15,Запоріжжя,Київ,Робота,444.56
mig_6261469,Person_903928,Чоловік,63,2025-03-25,Львів,Суми,Сімейні обставини,774.48
mig_7168453,Person_312620,Чоловік,39,2025-02-23,Одеса,Львів,Екологічні причини,621.95
mig_6403171,Person_545194,Жінка,62,2025-03-23,Вінниця,Полтава,Навчання,443.09
mig_2407615,Person_140202,Жінка,41,2025-02-21,Одеса,Донецьк,Відновлення після війни,562.15
mig_1186572,Person_745307,Жінка,63,2025-03-03,Київ,Полтава,Робота,304.13
mig_9607579,Person_610141,Чоловік,50,2025-02-05,Київ,Харків,Сімейні обставини,410.33
mig_9316213,Person_357472,Жінка,42,2025-02-06,Донецьк,Запоріжжя,Робота,199.98
mig_1031096,Person_333717,Жінка,53,2025-02-12,Вінниця,Одеса,Робота,349.26
mig_5352941,Person_588139,Жінка,34,2025-03-14,Донецьк,Львів,Сімейні обставини,1027.87
mig_8743748,Person_684515,Чоловік,60,2025-02-09,Донецьк,Дніпро,Робота,210.74
mig_6621331,Person_672699,Чоловік,38,2025-04-04,Полтава,Одеса,Навчання,447.93
mig_4360334,Person_627432,Чоловік,35,2025-02-05,Харків,Донецьк,Робота,248.19
mig_7280710,Person_40773,Чоловік,18,2025-02-18,Харків,Донецьк,Покращення житлових умов,248.19
mig_2083727,Person_272827,Чоловік,42,2025-01-11,Донецьк,Львів,Навчання,1027.87
mig_9078869,Person_563481,Жінка,32,2025-01-23,Дніпро,Суми,Навчання,272.31
mig_2929928,Person_689549,Жінка,24,2025-02-16,Одеса,Полтава,Бізнес,447.93
mig_1640422,Person_693490,Жінка,40,2025-04-02,Полтава,Харків,Покращення житлових умов,129.02
mig_2754031,Person_1582,Чоловік,49,2025-02-06,Дніпро,Харків,Робота,190.64
mig_5595045,Person_446843,Чоловік,43,2025-04-02,Львів,Полтава,Навчання,758.72
mig_9652300,Person_936795,Чоловік,32,2025-01-16,Харків,Одеса,Навчання,565.19
mig_8965588,Person_579906,Жінка,35,2025-01-18,Запоріжжя,Полтава,Робота,199.31
mig_7182658,Person_393800,Жінка,21,2025-04-03,Запоріжжя,Дніпро,Сімейні обставини,69.94
mig_6084114,Person_332226,Жінка,18,2025-02-08,Харків,Донецьк,Бізнес,248.19
mig_4432408,Person_783291,Жінка,38,2025-03-18,Запоріжжя,Львів,Покращення житлових умов,844.46
mig_9324958,Person_419665,Чоловік,18,2025-03-12,Львів,Вінниця,Робота,328.23
mig_4123967,Person_12813,Жінка,24,2025-01-17,Київ,Полтава,Навчання,304.13
mig_1719027,Person_379384,Чоловік,39,2025-02-21,Полтава,Дніпро,Робота,130.09
mig_6853753,Person_995631,Жінка,29,2025-01-17,Вінниця,Суми,Навчання,489.75
mig_5294086,Person_199971,Чоловік,22,2025-01-11,Полтава,Донецьк,Бізнес,295.97
mig_8460451,Person_274760,Чоловік,41,2025-02-02,Дніпро,Суми,Навчання,272.31
mig_1005285,Person_49905,Чоловік,41,2025-02-08,Львів,Одеса,Навчання,621.95
mig_5173546,Person_817109,Жінка,49,2025-02-14,Дніпро,Запоріжжя,Робота,69.94
mig_1294307,Person_571904,Жінка,43,2025-02-13,Одеса,Дніпро,Особисті причини,393.29
mig_2660318,Person_469441,Жінка,49,2025-02-16,Вінниця,Львів,Навчання,328.23
mig_2793463,Person_144394,Жінка,18,2025-01-27,Київ,Харків,Бізнес,410.33
mig_8944214,Person_344119,Чоловік,34,2025-04-05,Донецьк,Київ,Покращення житлових умов,594.92
mig_2214199,Person_538071,Жінка,58,2025-04-08,Донецьк,Полтава,Навчання,295.97
mig_1853945,Person_796752,Чоловік,37,2025-03-29,Дніпро,Полтава,Навчання,130.09
mig_2068042,Person_808016,Чоловік,27,2025-03-14,Одеса,Київ,Робота,441.44
mig_4376266,Person_238680,Жінка,29,2025-03-15,Суми,Вінниця,Навчання,489.75
mig_6520313,Person_555278,Чоловік,40,2025-01-21,Дніпро,Вінниця,Робота,490.12
mig_2915952,Person_535878,Жінка,42,2025-01-11,Вінниця,Суми,Робота,489.75
mig_8567833,Person_331111,Чоловік,70,2025-03-15,Львів,Вінниця,Покращення житлових умов,328.23
mig_3462125,Person_496350,Жінка,26,2025-03-16,Харків,Київ,Навчання,410.33
mig_9382886,Person_48651,Чоловік,18,2025-01-19,Суми,Вінниця,Робота,489.75
mig_2774411,Person_591364,Жінка,43,2025-02-20,Дніпро,Одеса,Робота,393.29
mig_3758302,Person_865873,Чоловік,42,2025-01-29,Дніпро,Запоріжжя,Бізнес,69.94
mig_6570365,Person_863051,Чоловік,18,2025-02-11,Суми,Вінниця,Навчання,489.75
mig_1771776,Person_609728,Жінка,32,2025-01-12,Київ,Суми,Робота,306.35
mig_8735164,Person_800624,Жінка,50,2025-03-09,Донецьк,Дніпро,Робота,210.74
mig_2537255,Person_367278,Чоловік,34,2025-04-09,Полтава,Донецьк,Відновлення після війни,295.97
mig_1625507,Person_449474,Жінка,41,2025-02-08,Вінниця,Львів,Відновлення після війни,328.23
mig_5684231,Person_190328,Чоловік,68,2025-04-10,Харків,Дніпро,Робота,190.64
mig_2755929,Person_511488,Жінка,36,2025-04-05,Запоріжжя,Київ,Бізнес,444.56
mig_8672553,Person_13840,Жінка,18,2025-02-23,Полтава,Вінниця,Робота,443.09
mig_6408137,Person_198224,Жінка,32,2025-03-15,Дніпро,Донецьк,Навчання,210.74
mig_5366919,Person_589290,Жінка,24,2025-01-12,Київ,Одеса,Відновлення після війни,441.44
mig_5742052,Person_722036,Жінка,70,2025-01-13,Суми,Харків,Особисті причини,143.83
mig_7315397,Person_811928,Жінка,31,2025-03-27,Львів,Запоріжжя,Сімейні обставини,844.46
mig_1281294,Person_313900,Чоловік,32,2025-04-08,Полтава,Харків,Відновлення після війни,129.02
mig_8620176,Person_260441,Чоловік,18,2025-01-23,Дніпро,Полтава,Робота,130.09
mig_1602215,Person_569376,Чоловік,33,2025-01-20,Харків,Львів,Навчання,875.45
mig_6185939,Person_713225,Чоловік,32,2025-03-13,Харків,Одеса,Відновлення після війни,565.19
mig_3014854,Person_587000,Чоловік,26,2025-02-10,Дніпро,Донецьк,Робота,210.74
mig_8142265,Person_361001,Чоловік,45,2025-02-25,Харків,Полтава,Покращення житлових умов,129.02
mig_5426359,Person_824413,Жінка,18,2025-03-25,Донецьк,Харків,Навчання,248.19
mig_9380682,Person_315410,Чоловік,18,2025-03-13,Полтава,Дніпро,Робота,130.09
mig_4654051,Person_81663,Чоловік,18,2025-03-22,Одеса,Вінниця,Покращення житлових умов,349.26
mig_4917226,Person_266267,Жінка,28,2025-04-05,Одеса,Вінниця,Навчання,349.26
mig_6860489,Person_541998,Чоловік,35,2025-02-13,Харків,Одеса,Навчання,565.19
mig_6818137,Person_107882,Жінка,43,2025-02-26,Київ,Дніпро,Навчання,395.21
mig_6344338,Person_577757,Жінка,57,2025-04-02,Дніпро,Донецьк,Екологічні причини,210.74
mig_4378895,Person_742914,Жінка,68,2025-01-22,Львів,Суми,Бізнес,774.48
mig_8675384,Person_244601,Жінка,36,2025-01-23,Суми,Харків,Сімейні обставини,143.83
mig_8040840,Person_477759,Чоловік,18,2025-04-09,Донецьк,Запоріжжя,Робота,199.98
mig_2092573,Person_671230,Жінка,18,2025-01-28,Одеса,Суми,Відновлення після війни,576.11
mig_2515725,Person_420401,Жінка,46,2025-04-03,Донецьк,Харків,Покращення житлових умов,248.19
mig_9380290,Person_316074,Жінка,40,2025-03-31,Київ,Вінниця,Екологічні причини,200.43
mig_8770151,Person_471569,Жінка,22,2025-02-02,Київ,Донецьк,Бізнес,594.92
mig_4917877,Person_409619,Жінка,18,2025-03-02,Одеса,Київ,Робота,441.44
mig_2748873,Person_991933,Чоловік,28,2025-01-14,Суми,Вінниця,Навчання,489.75
mig_5633344,Person_606180,Жінка,35,2025-03-18,Донецьк,Полтава,Бізнес,295.97
mig_3716044,Person_244609,Жінка,32,2025-03-26,Дніпро,Київ,Робота,395.21
mig_4544559,Person_815072,Чоловік,25,2025-02-16,Одеса,Вінниця,Робота,349.26
mig_9546901,Person_980195,Чоловік,43,2025-02-20,Запоріжжя,Суми,Робота,342.21
mig_1409699,Person_6563,Чоловік,64,2025-03-26,Полтава,Вінниця,Покращення житлових умов,443.09
mig_9028155,Person_115328,Чоловік,34,2025-03-18,Полтава,Дніпро,Навчання,130.09
mig_6425574,Person_706193,Чоловік,61,2025-02-06,Суми,Запоріжжя,Бізнес,342.21
mig_7733481,Person_65813,Жінка,30,2025-02-28,Одеса,Донецьк,Робота,562.15
mig_9676740,Person_560649,Чоловік,35,2025-01-27,Вінниця,Дніпро,Сімейні обставини,490.12
mig_4952757,Person_420647,Жінка,28,2025-02-15,Київ,Дніпро,Навчання,395.21
mig_1159457,Person_948561,Чоловік,36,2025-01-25,Вінниця,Донецьк,Особисті причини,700.85
mig_2811735,Person_315080,Жінка,56,2025-01-24,Харків,Одеса,Навчання,565.19
mig_4466345,Person_847505,Чоловік,18,2025-04-11,Одеса,Донецьк,Робота,562.15
mig_3865879,Person_840513,Чоловік,30,2025-03-21,Дніпро,Одеса,Навчання,393.29
mig_9726485,Person_824202,Жінка,33,2025-01-16,Вінниця,Одеса,Покращення житлових умов,349.26
mig_9261571,Person_95465,Чоловік,24,2025-03-30,Запоріжжя,Харків,Сімейні обставини,252.6
mig_1458103,Person_340588,Чоловік,18,2025-01-27,Полтава,Львів,Покращення житлових умов,758.72
mig_8553518,Person_483620,Жінка,51,2025-01-14,Донецьк,Вінниця,Навчання,700.85
mig_8310592,Person_75535,Жінка,55,2025-01-13,Харків,Львів,Сімейні обставини,875.45
mig_5919003,Person_938322,Жінка,47,2025-03-11,Одеса,Харків,Особисті причини,565.19
mig_2620643,Person_227953,Жінка,24,2025-02-19,Полтава,Львів,Навчання,758.72
mig_1353376,Person_460237,Чоловік,18,2025-03-14,Донецьк,Одеса,Покращення житлових умов,562.15
mig_3952905,Person_470011,Жінка,42,2025-03-31,Донецьк,Суми,Навчання,388.37
mig_1170494,Person_821433,Жінка,29,2025-01-14,Київ,Львів,Сімейні обставини,468.95
mig_9448508,Person_755108,Чоловік,39,2025-03-02,Донецьк,Одеса,Робота,562.15
mig_3226333,Person_623762,Чоловік,22,2025-02-24,Львів,Суми,Покращення житлових умов,774.48
mig_5038173,Person_962299,Жінка,48,2025-01-16,Одеса,Запоріжжя,Навчання,367.19
mig_2413894,Person_943744,Жінка,55,2025-03-30,Запоріжжя,Суми,Покращення житлових умов,342.21
mig_9470309,Person_918279,Чоловік,39,2025-01-25,Одеса,Суми,Відновлення після війни,576.11
mig_1736603,Person_616472,Чоловік,55,2025-04-09,Суми,Донецьк,Робота,388.37
mig_2459545,Person_996275,Чоловік,20,2025-01-19,Дніпро,Київ,Сімейні обставини,395.21
mig_2725703,Person_304804,Чоловік,18,2025-04-06,Вінниця,Одеса,Відновлення після війни,349.26
mig_4066293,Person_60812,Жінка,44,2025-03-07,Запоріжжя,Полтава,Покращення житлових умов,199.31
mig_7831982,Person_904211,Чоловік,52,2025-03-11,Львів,Полтава,Сімейні обставини,758.72
mig_3085145,Person_929066,Жінка,38,2025-01-25,Київ,Одеса,Навчання,441.44
mig_3049219,Person_212076,Чоловік,54,2025-02-23,Вінниця,Львів,Сімейні обставини,328.23
mig_4203798,Person_901564,Чоловік,31,2025-03-24,Дніпро,Запоріжжя,Робота,69.94
mig_7744912,Person_834664,Жінка,18,2025-01-25,Харків,Донецьк,Сімейні обставини,248.19
mig_7292035,Person_327915,Чоловік,22,2025-02-14,Вінниця,Київ,Покращення житлових умов,200.43
mig_2949482,Person_841520,Жінка,42,2025-02-10,Львів,Харків,Навчання,875.45
mig_9941252,Person_455949,Жінка,42,2025-02-13,Вінниця,Донецьк,Навчання,700.85
mig_7461328,Person_611654,Чоловік,47,2025-03-13,Полтава,Суми,Робота,147.81
mig_6079831,Person_888687,Жінка,52,2025-02-02,Донецьк,Київ,Робота,594.92
mig_1205588,Person_459048,Чоловік,21,2025-02-22,Вінниця,Дніпро,Бізнес,490.12
mig_2593196,Person_718323,Чоловік,18,2025-01-22,Харків,Донецьк,Робота,248.19
mig_5145920,Person_111248,Чоловік,39,2025-03-17,Львів,Суми,Відновлення після війни,774.48
mig_8973636,Person_592728,Чоловік,29,2025-01-24,Дніпро,Запоріжжя,Робота,69.94
mig_7054973,Person_530095,Чоловік,57,2025-01-26,Київ,Харків,Робота,410.33
mig_3307654,Person_21798,Чоловік,27,2025-04-10,Одеса,Львів,Сімейні обставини,621.95
mig_9503725,Person_198284,Жінка,26,2025-03-06,Дніпро,Харків,Особисті причини,190.64
mig_8938710,Person_320648,Жінка,37,2025-01-30,Суми,Вінниця,Навчання,489.75
mig_3332601,Person_30149,Чоловік,18,2025-01-20,Одеса,Полтава,Навчання,447.93
mig_5611856,Person_191796,Жінка,45,2025-01-17,Львів,Донецьк,Покращення житлових умов,1027.87
mig_9294491,Person_696153,Чоловік,45,2025-03-25,Донецьк,Харків,Робота,248.19
mig_8085385,Person_507033,Чоловік,55,2025-03-31,Суми,Одеса,Відновлення після війни,576.11
mig_8373483,Person_224928,Жінка,36,2025-03-31,Київ,Вінниця,Бізнес,200.43
mig_3778791,Person_161990,Чоловік,26,2025-02-12,Львів,Донецьк,Екологічні причини,1027.87
mig_8641518,Person_768511,Жінка,18,2025-04-04,Львів,Донецьк,Сімейні обставини,1027.87
mig_3277251,Person_667651,Жінка,19,2025-03-28,Харків,Одеса,Робота,565.19
mig_7240749,Person_217078,Чоловік,37,2025-01-19,Харків,Київ,Навчання,410.33
mig_6161591,Person_248418,Чоловік,18,2025-02-11,Запоріжжя,Суми,Особисті причини,342.21
mig_7472267,Person_447579,Жінка,27,2025-03-09,Суми,Вінниця,Екологічні причини,489.75
mig_5697944,Person_823172,Жінка,22,2025-01-19,Харків,Полтава,Робота,129.02
mig_4830670,Person_945587,Чоловік,42,2025-02-06,Одеса,Донецьк,Відновлення після війни,562.15
mig_1516029,Person_497593,Чоловік,18,2025-02-04,Одеса,Запоріжжя,Відновлення після війни,367.19
mig_8030825,Person_649430,Чоловік,43,2025-02-20,Полтава,Вінниця,Робота,443.09
mig_9910514,Person_181145,Чоловік,47,2025-01-19,Донецьк,Одеса,Бізнес,562.15
mig_9844202,Person_371520,Жінка,18,2025-03-19,Київ,Вінниця,Покращення житлових умов,200.43
mig_7898923,Person_790406,Чоловік,45,2025-03-06,Одеса,Дніпро,Особисті причини,393.29
mig_8960021,Person_882252,Жінка,38,2025-03-05,Київ,Суми,Сімейні обставини,306.35
mig_1138164,Person_714973,Жінка,18,2025-04-01,Київ,Дніпро,Робота,395.21
mig_3778399,Person_159027,Жінка,32,2025-04-10,Одеса,Суми,Сімейні обставини,576.11
mig_5707073,Person_348073,Чоловік,37,2025-04-07,Київ,Полтава,Навчання,304.13
mig_2297371,Person_689021,Чоловік,18,2025-03-28,Харків,Запоріжжя,Покращення житлових умов,252.6
mig_2968393,Person_818049,Чоловік,35,2025-03-19,Харків,Київ,Покращення житлових умов,410.33
mig_4832071,Person_697053,Жінка,41,2025-03-27,Львів,Вінниця,Бізнес,328.23
mig_6824581,Person_727860,Жінка,50,2025-03-11,Вінниця,Запоріжжя,Покращення житлових умов,516.29
mig_3414197,Person_348438,Жінка,18,2025-02-14,Львів,Харків,Робота,875.45
mig_3036727,Person_450890,Чоловік,42,2025-01-20,Вінниця,Одеса,Навчання,349.26
mig_7189357,Person_915854,Жінка,29,2025-02-04,Львів,Харків,Навчання,875.45
mig_8092814,Person_529912,Жінка,18,2025-02-15,Полтава,Запоріжжя,Робота,199.31
mig_7477564,Person_163324,Чоловік,54,2025-03-22,Київ,Запоріжжя,Покращення житлових умов,444.56
mig_9422714,Person_427744,Жінка,18,2025-03-11,Запоріжжя,Одеса,Робота,367.19
mig_5320465,Person_463656,Жінка,32,2025-03-12,Дніпро,Запоріжжя,Сімейні обставини,69.94
mig_3470579,Person_388428,Жінка,25,2025-03-27,Київ,Вінниця,Відновлення після війни,200.43
mig_8234583,Person_616511,Чоловік,49,2025-01-14,Львів,Запоріжжя,Робота,844.46
mig_3160484,Person_41030,Чоловік,30,2025-03-18,Донецьк,Запоріжжя,Робота,199.98
mig_8813147,Person_987601,Чоловік,18,2025-01-12,Донецьк,Полтава,Навчання,295.97
mig_4297461,Person_2429,Чоловік,45,2025-03-15,Київ,Полтава,Бізнес,304.13
mig_6969176,Person_187140,Чоловік,34,2025-02-24,Запоріжжя,Одеса,Робота,367.19
mig_4800692,Person_176409,Жінка,38,2025-03-03,Донецьк,Одеса,Робота,562.15
mig_8638012,Person_174387,Чоловік,27,2025-02-28,Дніпро,Донецьк,Навчання,210.74
mig_4501493,Person_693039,Жінка,40,2025-03-13,Донецьк,Харків,Робота,248.19
mig_9176181,Person_580632,Чоловік,39,2025-03-21,Одеса,Донецьк,Навчання,562.15
mig_5257674,Person_412934,Чоловік,40,2025-01-23,Донецьк,Полтава,Робота,295.97
mig_3328687,Person_505829,Чоловік,44,2025-01-24,Полтава,Львів,Сімейні обставини,758.72
mig_1335664,Person_671097,Жінка,51,2025-03-29,Київ,Суми,Покращення житлових умов,306.35
mig_4269268,Person_205277,Чоловік,22,2025-02-22,Суми,Полтава,Відновлення після війни,147.81
mig_5728607,Person_529394,Чоловік,22,2025-01-21,Львів,Київ,Сімейні обставини,468.95
mig_9371541,Person_276324,Чоловік,45,2025-03-29,Полтава,Харків,Навчання,129.02
mig_7017162,Person_714912,Чоловік,29,2025-02-10,Київ,Донецьк,Робота,594.92
mig_1289814,Person_463333,Чоловік,40,2025-03-15,Полтава,Запоріжжя,Екологічні причини,199.31
mig_5644610,Person_384033,Чоловік,18,2025-03-19,Полтава,Дніпро,Бізнес,130.09
mig_6569801,Person_585810,Жінка,34,2025-02-24,Донецьк,Київ,Робота,594.92
mig_2912884,Person_619834,Жінка,49,2025-03-18,Дніпро,Одеса,Покращення житлових умов,393.29
mig_3228979,Person_860303,Чоловік,68,2025-03-27,Донецьк,Дніпро,Робота,210.74
mig_4403877,Person_654666,Жінка,53,2025-02-28,Харків,Запоріжжя,Сімейні обставини,252.6
mig_4458459,Person_949944,Жінка,32,2025-02-04,Запоріжжя,Одеса,Сімейні обставини,367.19
mig_6578705,Person_677374,Чоловік,64,2025-03-14,Донецьк,Київ,Робота,594.92
mig_4909853,Person_112919,Чоловік,46,2025-04-03,Полтава,Київ,Навчання,304.13
mig_7228622,Person_999606,Чоловік,27,2025-01-29,Київ,Вінниця,Навчання,200.43
mig_8120164,Person_885962,Чоловік,29,2025-01-28,Одеса,Полтава,Бізнес,447.93
mig_8768740,Person_562883,Чоловік,22,2025-02-09,Харків,Вінниця,Відновлення після війни,567.04
mig_8425229,Person_844772,Чоловік,40,2025-01-29,Вінниця,Запоріжжя,Бізнес,516.29
mig_7612488,Person_477057,Чоловік,18,2025-04-03,Запоріжжя,Одеса,Робота,367.19
mig_6048147,Person_829547,Чоловік,43,2025-03-02,Одеса,Вінниця,Бізнес,349.26
mig_1311293,Person_146778,Жінка,18,2025-02-15,Одеса,Донецьк,Робота,562.15
mig_5188433,Person_488997,Жінка,36,2025-03-20,Одеса,Суми,Робота,576.11
mig_3208340,Person_716338,Чоловік,26,2025-01-20,Київ,Суми,Навчання,306.35
mig_5717818,Person_625371,Жінка,46,2025-02-22,Полтава,Харків,Навчання,129.02
mig_5152734,Person_347005,Жінка,20,2025-03-07,Суми,Донецьк,Сімейні обставини,388.37
mig_8980867,Person_672468,Жінка,23,2025-03-23,Дніпро,Київ,Покращення житлових умов,395.21
mig_6109190,Person_615922,Жінка,50,2025-02-16,Запоріжжя,Вінниця,Робота,516.29
mig_3281713,Person_45899,Жінка,36,2025-03-04,Полтава,Донецьк,Бізнес,295.97
mig_3465511,Person_546835,Жінка,26,2025-04-08,Запоріжжя,Одеса,Бізнес,367.19
mig_4490195,Person_751199,Чоловік,30,2025-04-08,Донецьк,Харків,Сімейні обставини,248.19
mig_2344078,Person_683362,Жінка,39,2025-04-10,Харків,Львів,Навчання,875.45
mig_6040321,Person_349221,Чоловік,46,2025-02-22,Запоріжжя,Донецьк,Навчання,199.98
mig_4479530,Person_564233,Жінка,18,2025-01-27,Львів,Полтава,Робота,758.72
mig_8671834,Person_900723,Жінка,32,2025-03-21,Суми,Одеса,Робота,576.11
mig_2674381,Person_496223,Жінка,23,2025-03-11,Запоріжжя,Одеса,Сімейні обставини,367.19
mig_5451261,Person_752169,Жінка,34,2025-01-13,Київ,Донецьк,Навчання,594.92
mig_2171414,Person_775659,Жінка,22,2025-03-03,Дніпро,Суми,Сімейні обставини,272.31
mig_4906027,Person_484112,Жінка,38,2025-03-08,Одеса,Львів,Робота,621.95
mig_2523791,Person_471542,Чоловік,36,2025-01-19,Суми,Запоріжжя,Відновлення після війни,342.21
mig_3301502,Person_292592,Чоловік,40,2025-03-19,Дніпро,Донецьк,Бізнес,210.74
mig_2647088,Person_476306,Чоловік,29,2025-03-23,Одеса,Суми,Покращення житлових умов,576.11
mig_8069717,Person_95277,Чоловік,55,2025-02-22,Київ,Дніпро,Навчання,395.21
mig_3543011,Person_279470,Чоловік,46,2025-03-31,Вінниця,Полтава,Робота,443.09
mig_4726229,Person_288116,Чоловік,40,2025-03-05,Вінниця,Харків,Навчання,567.04
mig_9627094,Person_159479,Жінка,27,2025-02-27,Запоріжжя,Суми,Покращення житлових умов,342.21
mig_2325199,Person_584749,Жінка,70,2025-02-01,Запоріжжя,Вінниця,Робота,516.29
mig_2133543,Person_605773,Жінка,41,2025-03-09,Харків,Одеса,Навчання,565.19
mig_5588586,Person_120631,Чоловік,23,2025-03-20,Харків,Дніпро,Покращення житлових умов,190.64
mig_8549021,Person_20188,Жінка,47,2025-02-24,Київ,Дніпро,Робота,395.21
mig_4759880,Person_829916,Жінка,52,2025-04-05,Донецьк,Харків,Сімейні обставини,248.19
mig_1641862,Person_256552,Чоловік,52,2025-04-06,Львів,Київ,Робота,468.95
mig_8500952,Person_8151,Жінка,43,2025-03-10,Київ,Вінниця,Навчання,200.43
mig_6191762,Person_940044,Жінка,24,2025-03-13,Донецьк,Дніпро,Сімейні обставини,210.74
mig_9395403,Person_13461,Чоловік,43,2025-02-18,Одеса,Донецьк,Робота,562.15
mig_5275213,Person_448647,Жінка,44,2025-03-10,Харків,Полтава,Робота,129.02
mig_1938771,Person_840790,Чоловік,46,2025-03-21,Львів,Київ,Робота,468.95
mig_3351433,Person_830412,Чоловік,36,2025-03-07,Одеса,Запоріжжя,Покращення житлових умов,367.19
mig_1257890,Person_975722,Чоловік,18,2025-04-07,Запоріжжя,Львів,Робота,844.46
mig_5516243,Person_980034,Жінка,38,2025-04-06,Полтава,Київ,Покращення житлових умов,304.13
mig_1214883,Person_800897,Жінка,45,2025-02-03,Запоріжжя,Донецьк,Робота,199.98
mig_3789373,Person_869790,Чоловік,49,2025-03-16,Донецьк,Київ,Робота,594.92
mig_9130477,Person_499124,Чоловік,20,2025-03-15,Одеса,Полтава,Робота,447.93
mig_6951356,Person_280232,Жінка,32,2025-03-25,Харків,Одеса,Сімейні обставини,565.19
mig_8284587,Person_105659,Чоловік,35,2025-02-27,Київ,Суми,Робота,306.35
mig_6632851,Person_703983,Чоловік,22,2025-04-03,Львів,Харків,Покращення житлових умов,875.45
mig_4945578,Person_564997,Чоловік,22,2025-01-19,Полтава,Одеса,Бізнес,447.93
mig_6117453,Person_738257,Чоловік,42,2025-01-15,Харків,Львів,Робота,875.45
mig_6198250,Person_528475,Жінка,54,2025-01-31,Львів,Київ,Робота,468.95
mig_9120698,Person_299823,Жінка,43,2025-03-08,Львів,Донецьк,Робота,1027.87
mig_2518120,Person_555267,Чоловік,42,2025-03-30,Запоріжжя,Київ,Бізнес,444.56
mig_9587752,Person_262913,Чоловік,49,2025-03-07,Запоріжжя,Вінниця,Покращення житлових умов,516.29
mig_4199233,Person_993124,Жінка,33,2025-04-02,Дніпро,Львів,Навчання,817.27
mig_2733173,Person_651051,Чоловік,18,2025-02-14,Дніпро,Київ,Сімейні обставини,395.21
mig_9734434,Person_951539,Жінка,31,2025-03-28,Суми,Донецьк,Сімейні обставини,388.37
mig_2764927,Person_288414,Жінка,29,2025-02-18,Донецьк,Київ,Покращення житлових умов,594.92
mig_8177385,Person_425452,Чоловік,39,2025-01-23,Суми,Київ,Покращення житлових умов,306.35
mig_2956642,Person_435280,Жінка,18,2025-01-19,Вінниця,Запоріжжя,Екологічні причини,516.29
mig_9141741,Person_731367,Жінка,38,2025-02-20,Запоріжжя,Вінниця,Робота,516.29
mig_3267582,Person_874822,Жінка,21,2025-02-25,Донецьк,Дніпро,Робота,210.74
mig_7472455,Person_726342,Жінка,28,2025-02-12,Суми,Харків,Екологічні причини,143.83
mig_8365106,Person_236725,Чоловік,45,2025-02-02,Харків,Київ,Навчання,410.33
mig_7294975,Person_575352,Чоловік,32,2025-01-29,Дніпро,Харків,Сімейні обставини,190.64
mig_7032346,Person_102235,Жінка,18,2025-02-11,Київ,Полтава,Бізнес,304.13
mig_3300074,Person_689190,Чоловік,45,2025-03-06,Львів,Запоріжжя,Сімейні обставини,844.46
mig_7290685,Person_933353,Чоловік,40,2025-02-22,Львів,Полтава,Робота,758.72
mig_2484570,Person_18188,Чоловік,37,2025-01-13,Вінниця,Львів,Робота,328.23
mig_6464709,Person_82392,Жінка,20,2025-02-20,Вінниця,Київ,Особисті причини,200.43
mig_6265507,Person_639031,Жінка,41,2025-01-26,Полтава,Суми,Робота,147.81
mig_2305201,Person_191770,Жінка,42,2025-04-04,Запоріжжя,Київ,Навчання,444.56
mig_1454234,Person_181040,Чоловік,41,2025-01-21,Донецьк,Харків,Робота,248.19
mig_9184079,Person_27491,Жінка,36,2025-03-06,Дніпро,Вінниця,Робота,490.12
mig_6267121,Person_903648,Жінка,28,2025-01-15,Запоріжжя,Полтава,Сімейні обставини,199.31
mig_9760085,Person_439770,Чоловік,24,2025-01-11,Одеса,Суми,Навчання,576.11
mig_6665917,Person_892248,Жінка,36,2025-02-26,Львів,Вінниця,Робота,328.23
mig_3466809,Person_430611,Жінка,44,2025-02-22,Одеса,Суми,Сімейні обставини,576.11
mig_6161842,Person_883815,Чоловік,27,2025-02-09,Одеса,Дніпро,Навчання,393.29
mig_1516378,Person_308812,Чоловік,19,2025-03-02,Київ,Запоріжжя,Сімейні обставини,444.56
mig_2501593,Person_623270,Жінка,44,2025-01-21,Вінниця,Полтава,Навчання,443.09
mig_8766065,Person_836064,Чоловік,40,2025-01-31,Донецьк,Полтава,Сімейні обставини,295.97
mig_8122870,Person_266342,Чоловік,18,2025-01-23,Харків,Одеса,Робота,565.19
mig_6550041,Person_384932,Жінка,41,2025-04-10,Харків,Суми,Особисті причини,143.83
mig_4310657,Person_642827,Жінка,18,2025-03-07,Суми,Донецьк,Сімейні обставини,388.37
mig_4341946,Person_767142,Жінка,37,2025-03-13,Львів,Харків,Навчання,875.45
mig_1938912,Person_915086,Жінка,18,2025-03-06,Суми,Одеса,Екологічні причини,576.11
mig_8836257,Person_175414,Жінка,34,2025-01-16,Запоріжжя,Львів,Робота,844.46
mig_5684637,Person_635,Чоловік,18,2025-01-14,Львів,Дніпро,Навчання,817.27
mig_7339877,Person_528792,Чоловік,18,2025-03-31,Полтава,Суми,Робота,147.81
mig_2190339,Person_897271,Жінка,19,2025-01-23,Донецьк,Одеса,Бізнес,562.15
mig_1772329,Person_25579,Жінка,47,2025-01-21,Дніпро,Львів,Бізнес,817.27
mig_7154722,Person_245452,Жінка,63,2025-02-05,Львів,Харків,Сімейні обставини,875.45
mig_2649131,Person_958077,Чоловік,20,2025-01-24,Дніпро,Київ,Робота,395.21
